key	status	code	year	title	stage	contribution	evidence	setting	priority
doi:10.1177/23800844251321839	excluded	E3-opinion-without-guidance							medium
doi:10.1182/blood-2023-188107	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12874-026-02774-8	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12886-025-04193-7	excluded	E1-primary-research-automation							medium
doi:10.1186/s12909-024-05239-y	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12909-025-08527-3	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12911-021-01395-z	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12911-024-02709-7	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12911-025-02954-4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12929-025-01131-z	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12936-025-05722-x	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12939-025-02419-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s12967-026-07849-0	excluded	E1-primary-research-automation							medium
doi:10.1186/s13000-024-01464-7	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s13643-021-01787-2	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s40537-025-01236-0	excluded	E1-primary-research-automation							medium
doi:10.1186/s41073-026-00231-0	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s41239-023-00436-z	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1186/s42400-025-00361-w	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1200/cci-24-00311	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1200/cci.21.00035	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.12688/f1000research.169999.1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.12688/f1000research.22781.1	excluded	E6-duplicate-or-superseded							medium
doi:10.12688/f1000research.25522.1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1360/csb-2025-5395	excluded	E3-opinion-without-guidance							medium
doi:10.1371/journal.pdig.0000877	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1371/journal.pone.0227742	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.14445/22315381/ijett-v73i11p101	excluded	E1-primary-research-automation							medium
doi:10.1681/asn.0000000000000166	excluded	E3-opinion-without-guidance							medium
doi:10.17323/jle.2024.24181	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.1145/3763002	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.18653/v1/2023.acl-long.868	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.18653/v1/2023.findings-acl.387	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.18653/v1/2023.findings-acl.67	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.18653/v1/2025.findings-emnlp.320	excluded	E1-primary-research-automation							medium
doi:10.19181/inter.2026.18.2.3	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.20944/preprints202402.0357.v1	excluded	E6-duplicate-or-superseded							medium
doi:10.20944/preprints202405.0720.v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.20944/preprints202407.0876.v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.20944/preprints202512.0359.v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21105/joss.08135	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-5351103/v1	excluded	E1-primary-research-automation							medium
doi:10.21203/rs.3.rs-5409185/v1	parked								medium
doi:10.21203/rs.3.rs-5409185/v2	excluded	E6-duplicate-or-superseded							medium
doi:10.21203/rs.3.rs-5589929/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-9057643/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-9305529/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-9377879/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21203/rs.3.rs-9527568/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21275/art20203995	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21275/sr251207022056	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.4308687	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.4540834	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.5136987	excluded	E6-duplicate-or-superseded							medium
doi:10.2139/ssrn.5193679	excluded	E1-primary-research-automation							medium
doi:10.2139/ssrn.5394918	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.5688905	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.6086099	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.6097235	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.6139844	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2139/ssrn.6234340	excluded	E6-duplicate-or-superseded							medium
doi:10.2139/ssrn.6463647	excluded	E1-primary-research-automation							medium
doi:10.2139/ssrn.6864773	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21533/pen.v13.i3.460	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.21926/aeer.2503028	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/15708	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/22769	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/51834	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/52597	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/57400	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/59607	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/60501	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/60807	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/64544	excluded	E1-primary-research-automation							medium
doi:10.2196/64963	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/65984	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/66648	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/67192	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/72062	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/72153	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/76326	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/79202	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/84322	excluded	E1-primary-research-automation							medium
doi:10.2196/85840	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/93354	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/preprints.52600	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/preprints.79039	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2196/preprints.80247	excluded	E6-duplicate-or-superseded							medium
doi:10.2196/preprints.81597	excluded	E6-duplicate-or-superseded							medium
doi:10.2196/preprints.84322	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.22260/isarc2025/0009	excluded	E1-primary-research-automation							medium
doi:10.22260/isarc2026/0172	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.2478/cait-2026-0006	excluded	E1-primary-research-automation							medium
doi:10.2480/agrmet.d-24-00042	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.26615/978-954-452-092-2_069	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.28945/5491	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.30574/wjarr.2022.13.3.0263	excluded	E1-primary-research-automation							medium
doi:10.30574/wjarr.2025.26.2.1665	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.30574/wjarr.2026.29.3.0679	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.31004/riggs.v5i1.6990	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.31219/osf.io/63nbc_v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.32038/ltrq.2025.49.13	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.32384/jeahil21674	excluded	E3-opinion-without-guidance							medium
doi:10.32388/4hde0x	excluded	E3-opinion-without-guidance							medium
doi:10.32388/wiskgx	excluded	E3-opinion-without-guidance							medium
doi:10.32815/jitika.1227	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.32942/x21s64	excluded	E6-duplicate-or-superseded							medium
doi:10.3352/jeehp.2025.22.4	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fdata.2026.1762571	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fdgth.2025.1569554	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fdgth.2025.1659134	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fdgth.2025.1706383	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/feduc.2024.1392091	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/feduc.2026.1733861	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fmed.2024.1512824	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fpsyg.2022.830345	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/fpsyt.2024.1422807	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3389/frobt.2026.1785039	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/a19030178	excluded	E1-primary-research-automation							medium
doi:10.3390/a19030179	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/a19030214	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/accountaudit2010004	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app14052074	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app14125068	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app15105683	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app15126840	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app15148103	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app152010913	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/app16010368	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/asi9040068	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/bdcc9070189	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/bioengineering13030365	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/biomedicines13051023	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/brainsci15080890	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/computers12080151	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/data10120201	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/digital5030024	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/e23010018	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/electronics13244912	excluded	E1-primary-research-automation							medium
doi:10.3390/fi17090404	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/fi17120536	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/healthcare11060887	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/healthcare11202776	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/healthcare12080825	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/healthcare13060603	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/healthcare13222840	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/ijerph20105881	excluded	E1-primary-research-automation							medium
doi:10.3390/ijms252111811	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/info15060345	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/info16100894	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/info17060615	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/informatics12030098	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/informatics12040135	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/jcm13113041	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/jcm15093441	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/nano15080631	excluded	E1-primary-research-automation							medium
doi:10.3390/nu17243828	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/pr13092680	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/publications14020036	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/s26020747	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/su18105003	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/su18115313	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.3390/vaccines13040350	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.36227/techrxiv.172115025.57884352/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.36227/techrxiv.174060396.65470777/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.36227/techrxiv.175423896.60947030/v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.36227/techrxiv.23589741.v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.36227/techrxiv.24171183.v1	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.38124/ijisrt/26apr455	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.4103/tjo.tjo-d-25-00072	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.4251/wjgo.v17.i10.111339	excluded	E1-primary-research-automation							medium
doi:10.4274/dir.2026.263812	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.4337/9781788972826.00017	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.47102/annals-acadmedsg.2023113	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5281/zenodo.19042469	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5304/jafscd.2025.144.025	excluded	E1-primary-research-automation							medium
doi:10.5334/uproc.201	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.54254/2755-2721/96/20241299	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5435/jaaos-d-20-00288	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5753/kdmile.2024.243859	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.5753/latinoware.2025.16271	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.59324/ejmeb.2025.2(5).14	excluded	E1-primary-research-automation							medium
doi:10.59431/jda.v5i1.810	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.62411/jcta.16171	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.62487/saimsaraed91d2be	excluded	E1-primary-research-automation							medium
doi:10.62487/saimsarafe254f1e	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.63116/vxul2925	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.63973/1998-6785/2025-3/21-30	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.64898/2025.12.22.696019	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.64898/2026.03.03.709341	excluded	E1-primary-research-automation							medium
doi:10.64898/2026.06.24.26356357	excluded	E1-primary-research-automation							medium
doi:10.66972/ada202734	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.67535/tsp.000001.041	excluded	E1-primary-research-automation							medium
doi:10.7150/ijms.103332	excluded	E1-primary-research-automation							medium
doi:10.7717/peerj-cs.3921	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.7759/cureus.108666	excluded	E6-duplicate-or-superseded							medium
doi:10.7759/cureus.112631	excluded	E2-generic-nlp-no-synthesis-framing							medium
doi:10.7759/cureus.70640	excluded	E3-opinion-without-guidance							medium
arxiv:2402.07927	excluded	E2-generic-nlp-no-synthesis-framing							medium
arxiv:2501.11885	excluded	E2-generic-nlp-no-synthesis-framing							medium
t:theroleofchatgptinscientificcommunicationwritingbetterscientificreviewarticles	excluded	E2-generic-nlp-no-synthesis-framing							medium
arxiv:2211.15397	excluded	E6-duplicate-or-superseded							medium
arxiv:2305.00844	excluded	E6-duplicate-or-superseded							medium
arxiv:2305.11828	excluded	E6-duplicate-or-superseded							medium
arxiv:2307.06464	excluded	E6-duplicate-or-superseded							medium
arxiv:2310.17526	excluded	E6-duplicate-or-superseded							medium
