key	status	code	year	title	cluster	priority	relevance	url
doi:10.1002/spe.2321	screened		2016	A graph-labeling approach for efficient cone-of-influence computation in model-checking problems with multiple properties	property-directed-reduction	high	Computes property-specific cones of influence with graph labeling while sharing reduction work across multiple properties	
doi:10.1109/icsm.2000.883045	screened		2000	Conditional-compilation symbolic analysis	merged-evaluation	high	Symbolically computes simplest and full compilation conditions for C and C++ preprocessor lines and directives	
doi:10.1109/csmr.2004.1281417	screened		2004	Rewrite semantics for conditional preprocessing	merged-evaluation	high	Formalizes convergent rewrite systems over conditional values for precise symbolic C-like preprocessing	
t:redundantstatedetectionfordynamicsymbolicexecution	deep-read		2013	Redundant State Detection for Dynamic Symbolic Execution	property-directed-reduction	high	Soundly prunes dynamic-symbolic-execution states that cannot reach a new declared code observation	https://www.usenix.org/conference/atc13/technical-sessions/presentation/bugrara
doi:10.1145/2384616.2384655	screened		2012	Higher-order symbolic values from contracts	higher-order-verification	high	Uses contracts as symbolic higher-order values to obtain a sound behavioral overapproximation for open functional programs	
doi:10.1007/978-3-662-46669-8_33	screened		2015	Type Targeted Testing	higher-order-testing	high	Decodes refinement-type constraints into systematic test suites, including solver-generated functional arguments	
doi:10.4230/lipics.fscd.2020.27	screened		2020	Symbolic execution game semantics	higher-order-verification	high	Gives a sound complete symbolic game semantics for bounded higher-order open-program behavior under recursion and callback bounds	
doi:10.1145/3158139	screened		2018	Soft contract verification for higher-order stateful programs	higher-order-verification	high	Extends higher-order contract symbolic execution to stateful programs with a mechanized sound behavioral approximation	
doi:10.1145/3689788	screened		2024	Semantic-Type-Guided Bug Finding	higher-order-verification	high	Uses symbolic evaluation in a sound complete semantic-type refuter for property counterexamples rather than observer enumeration	
doi:10.1007/978-3-030-88806-0_3	candidate		2021	Backward Symbolic Execution with Loop Folding	property-directed-reduction	high	Folds backward symbolic loops with inferred invariants and relates the search to k-induction	
doi:10.1145/3276531	candidate		2018	Test generation for higher-order functions in dynamic languages	higher-order-testing	medium	Generates callbacks and oracles for higher-order JavaScript testing heuristically without an exhaustive exactness guarantee	
doi:10.1007/978-3-662-46681-0_28	candidate		2015	Stateless Model Checking for TSO and PSO	partial-order-reduction	high	Extends stateless model checking to the TSO and PSO weak-memory models using chronological traces	
doi:10.1145/2983990.2984025	screened		2016	Maximal causality under TSO and PSO	partial-order-reduction	high	Extends maximal-causality reduction from sequential consistency to TSO and PSO executions	
doi:10.1145/3022671.2984025	excluded	E7-duplicate-version	2016	Maximal causality reduction for TSO and PSO	partial-order-reduction	medium	Journal-record alias of the retained OOPSLA proceedings article	
doi:10.4230/lipics.ecoop.2017.16	screened		2017	Static-dependency maximal causality reduction	partial-order-reduction	high	Uses static dependency analysis to reduce maximal-causality constraint size while explicitly controlling new redundancy	
doi:10.1145/3158105	candidate		2018	Effective stateless model checking for C/C++ concurrency	partial-order-reduction	high	Develops effective stateless checking for C and C++ concurrency under weak memory	
doi:10.1145/3632873	candidate		2024	Coarser Equivalences for Causal Concurrency	partial-order-reduction	high	Studies causal-concurrency equivalences coarser than standard happens-before-style partitions	
doi:10.1145/3591251	candidate		2023	Optimal Reads-From Consistency Checking for C11-Style Memory Models	partial-order-reduction	high	Gives an optimal consistency checker relative to reads-from observations for C11-style memory models	
doi:10.1145/3290379	candidate		2019	JaVerT 2.0: compositional symbolic execution for JavaScript	heap-symbolic-execution	medium	Compositional JavaScript symbolic execution with separation-logic specifications and concrete test generation	
doi:10.1145/3092282.3092295	candidate		2017	ExpoSE: practical symbolic execution of standalone JavaScript	heap-symbolic-execution	medium	Practical dynamic symbolic execution for standalone JavaScript and its dynamic object behavior	
doi:10.1109/cscwd68734.2026.11582111	candidate		2026	Dataflow-Based Path Pruning in Symbolic Execution for Hardware Verification	property-directed-reduction	high	Dataflow-based symbolic-execution path pruning for hardware verification; retained as a recent title-level close candidate pending accessible primary evidence	
doi:10.1109/icst.2015.7102601	excluded	E7-duplicate-version	2015	Postconditioned Symbolic Execution	symbolic-state-equivalence	medium	Conference predecessor of the retained expanded postconditioned-symbolic-execution journal article	
doi:10.1145/2398857.2384655	excluded	E7-duplicate-version	2012	Higher-order symbolic execution via contracts	higher-order-verification	medium	Crossref container alias of the retained OOPSLA proceedings article	
doi:10.1145/2688500.2688533	screened		2015	Lazy happens-before equivalence	partial-order-reduction	high	Defines a lazy happens-before relation that ignores mutex-only edges to obtain a more precise schedule-state equivalence	
doi:10.1145/2858788.2688533	excluded	E7-duplicate-version	2015	The lazy happens-before relation: better partial-order reduction for systematic concurrency testing	partial-order-reduction	medium	Journal-record alias of the retained PPoPP proceedings article	
doi:10.1109/tse.2008.72	screened		2008	Interface grammars for modular checking	property-directed-reduction	high	Compiles context-free interface grammars with semantic constraints into environment stubs for modular model checking	
doi:10.1145/1273463.1273471	excluded	E7-duplicate-version	2007	Interface grammars for modular software model checking	property-directed-reduction	medium	Conference predecessor of the retained expanded TSE article	
doi:10.1145/2737924.2737956	screened		2015	DPOR for relaxed memory	partial-order-reduction	high	Soundly models scheduling and store-buffer nondeterminism together for DPOR under TSO and PSO, with an explicitly incomplete optional buffer bound	
doi:10.1145/2813885.2737956	excluded	E7-duplicate-version	2015	Dynamic partial order reduction for relaxed memory models	partial-order-reduction	medium	Journal-record alias of the retained PLDI proceedings article	
doi:10.1145/1375581.1375625	candidate		2008	Fair stateless model checking	partial-order-reduction	high	Extends stateless model checking with fairness constraints; retained as a schedule-enumeration boundary	
doi:10.1145/1379022.1375625	excluded	E7-duplicate-version	2008	Fair stateless model checking	partial-order-reduction	medium	Crossref container alias of the retained fair stateless model checking article	
doi:10.1145/1869459.1869493	screened		2010	Symbolic heap abstraction with demand-driven axiomatization of memory invariants	heap-symbolic-execution	high	Combines symbolic heap abstraction with demand-driven memory-invariant axioms to avoid explicit heap case analysis	
doi:10.1145/1932682.1869493	excluded	E7-duplicate-version	2010	Symbolic heap abstraction with demand-driven axiomatization of memory invariants	heap-symbolic-execution	medium	Crossref container alias of the retained OOPSLA proceedings article	
doi:10.1145/2259016.2259049	candidate		2012	Efficient bottom-up heap analysis for symbolic path-based data access summaries	heap-symbolic-execution	high	Computes bottom-up symbolic path-based heap data-access summaries	
doi:10.1007/s10817-014-9319-8	candidate		2015	Symbolic Execution Proofs for Higher Order Store Programs	higher-order-verification	high	Develops symbolic-execution proofs for programs with higher-order store rather than functional-input counterexample enumeration	
