key	status	code	year	title	relation	artifact	execution	goal	evidence	priority	relevance	url
doi:10.1145/1993316.1993558	excluded	E1-software-or-firmware-only	2011	Directed incremental symbolic execution						low	Directed incremental symbolic execution is a general software-analysis technique with no hardware model indicated.	https://doi.org/10.1145/1993316.1993558
doi:10.1145/1993498.1993512	excluded	E2-formal-hardware-without-execution	2011	Caisson						low	Caisson obtains information-flow guarantees through static security typing of HDL, not operational symbolic execution.	https://doi.org/10.1145/1993498.1993512
doi:10.1145/2001420.2001425	excluded	E1-software-or-firmware-only	2011	Symbolic execution with mixed concrete-symbolic solving						low	Mixed concrete-symbolic solving is presented for general program symbolic execution, without a hardware design participant.	https://doi.org/10.1145/2001420.2001425
doi:10.1145/2046707.2046745	excluded	E1-software-or-firmware-only	2011	Extracting and verifying cryptographic models from C protocol code by symbolic execution						low	Symbolic execution extracts cryptographic models from C protocol software; no hardware design participates.	https://doi.org/10.1145/2046707.2046745
doi:10.1145/2090147.2094081	excluded	E7-secondary-or-insubstantial	2012	SAGE: Whitebox Fuzzing for Security Testing						low	This magazine-style SAGE account reports white-box software-fuzzing impact rather than a new technical contribution.	https://doi.org/10.1145/2090147.2094081
doi:10.1145/2093548.2093564	excluded	E7-secondary-or-insubstantial	2012	SAGE						low	The very short SAGE impact record is insubstantial and concerns Microsoft software testing.	https://doi.org/10.1145/2093548.2093564
doi:10.1145/2110356.2110358	excluded	E1-software-or-firmware-only	2012	The S2E Platform						low	S2E selectively symbolically executes full software stacks and binaries; virtual-machine hardware is only its platform.	https://doi.org/10.1145/2110356.2110358
doi:10.1145/2145816.2145844	excluded	E1-software-or-firmware-only	2012	GKLEE: concolic verification and test generation for GPUs						low	GKLEE concolically verifies GPU kernels, which are software programs executed on GPU hardware.	https://doi.org/10.1145/2145816.2145844
doi:10.1145/2150976.2151012	excluded	E1-software-or-firmware-only	2012	Path-exploration lifting						low	Path-exploration lifting is a program symbolic-execution technique with no digital hardware artifact stated.	https://doi.org/10.1145/2150976.2151012
doi:10.1145/217474.217565	excluded	E2-formal-hardware-without-execution	1995	Efficient generation of counterexamples and witnesses in symbolic model checking						low	Counterexample and witness generation occurs within symbolic model checking, which is outside scope absent an operational execution mechanism.	https://doi.org/10.1145/217474.217565
doi:10.1145/2209291.2209297	excluded	E2-formal-hardware-without-execution	2012	Directed test generation for validation of multicore architectures						low	Multicore directed tests come from SAT-based BMC with symmetry reuse rather than hardware symbolic execution.	https://doi.org/10.1145/2209291.2209297
doi:10.1145/2220336.2220350	excluded	E2-formal-hardware-without-execution	2012	Automatic RTL Test Generation from SystemC TLM Specifications						low	The top-down flow refines coverage-generated SystemC TLM tests into RTL vectors but identifies no symbolic executor.	https://doi.org/10.1145/2220336.2220350
doi:10.1145/2228360.2228421	excluded	E2-formal-hardware-without-execution	2012	Symbolic model checking on SystemC designs						low	The work explicitly performs symbolic model checking on SystemC designs, which is outside the operational-execution boundary.	https://doi.org/10.1145/2228360.2228421
doi:10.1145/223982.224449	excluded	E2-formal-hardware-without-execution	1995	Simultaneous multithreading						low	Simultaneous multithreading is a processor microarchitecture technique, not a symbolic method for validating the processor design.	https://doi.org/10.1145/223982.224449
doi:10.1145/225830.224450	parked		1995	Architecture validation for processors						medium	Strict re-review remains unresolved: A 1995 processor-architecture validation method could plausibly generate or evaluate tests through symbolic simulation, but the title-only record does not expose its model or execution mechanism.	https://doi.org/10.1145/225830.224450
doi:10.1145/233551.233556	excluded	E6-out-of-scope-artifact	1996	Branching time and abstraction in bisimulation semantics						low	This theoretical work on branching time, abstraction, and bisimulation semantics does not identify a digital hardware design as an executed artifact.	https://doi.org/10.1145/233551.233556
doi:10.1145/2338965.2336771	excluded	E1-software-or-firmware-only	2012	Memoized symbolic execution						low	Memoized symbolic execution is a general program-analysis technique with no hardware design artifact identified.	https://doi.org/10.1145/2338965.2336771
doi:10.1145/2380445.2380524	excluded	E2-formal-hardware-without-execution	2012	A case of system-level hardware/software co-design and co-verification of a commodity multi-processor system with custom hardware						low	This commodity multiprocessor/custom-hardware case study covers system-level co-design and co-verification without a stated symbolic executor.	https://doi.org/10.1145/2380445.2380524
doi:10.1145/2382196.2382271	excluded	E1-software-or-firmware-only	2012	Computational verification of C protocol implementations by symbolic execution						low	Symbolic execution operates on C implementations of communication protocols, not C used as an HLS design or any digital circuit representation.	https://doi.org/10.1145/2382196.2382271
doi:10.1145/240518.240601	excluded	E4-analog-physical-or-postsilicon	1996	Power estimation of cell-based CMOS circuits						low	Power estimation of cell-based CMOS circuits is physical implementation analysis and not symbolic execution for verification.	https://doi.org/10.1145/240518.240601
doi:10.1145/240518.240641	excluded	E3-symbolic-method-without-path-execution	1996	Formal verification of PowerPC arrays using symbolic trajectory evaluation						low	Final selective-lineage review excludes Formal verification of PowerPC arrays using symbolic trajectory evaluation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1145/240518.240641
doi:10.1145/2408776.2408795	excluded	E7-secondary-or-insubstantial	2013	Symbolic execution for software testing						low	This brief overview discusses symbolic-execution challenges and tools for software testing, not a primary design method.	https://doi.org/10.1145/2408776.2408795
doi:10.1145/244795.244803	excluded	E2-formal-hardware-without-execution	1997	Symbolic model checking for event-driven real-time systems						low	The work model-checks event-driven real-time systems symbolically; it does not operationally execute a digital circuit model under the survey's boundary.	https://doi.org/10.1145/244795.244803
doi:10.1145/244804.244807	excluded	E2-formal-hardware-without-execution	1997	Using the SimOS machine simulator to study complex computer systems						low	SimOS concretely simulates complete machines for architecture studies; full-system simulation does not imply symbolic design exploration.	https://doi.org/10.1145/244804.244807
doi:10.1145/2450136.2450139	excluded	E1-software-or-firmware-only	2013	TSL						low	TSL is presented in a programming-languages journal and the record gives no indication of an HDL, circuit, or hardware model participating.	https://doi.org/10.1145/2450136.2450139
doi:10.1145/2463209.2488770	parked		2013	Post-silicon conformance checking with virtual prototypes						medium	Strict re-review remains unresolved: The virtual-device conformance line is plausibly related to qualifying work, but this short abstract omits whether the model is symbolically executed.	https://doi.org/10.1145/2463209.2488770
doi:10.1145/2463209.2488792	excluded	E6-out-of-scope-artifact	2013	BDS-MAJ						low	The opaque title “BDS-MAJ” and absent abstract provide no evidence of a digital hardware model or qualifying execution mechanism.	https://doi.org/10.1145/2463209.2488792
doi:10.1145/2463209.2488877	excluded	E3-symbolic-method-without-path-execution	2013	Verifying SystemC using an intermediate verification language and symbolic simulation						low	Final selective-lineage review excludes Verifying SystemC using an intermediate verification language and symbolic simulation: it is not one of the defining ancestors or direct comparators retained for the core map.	https://doi.org/10.1145/2463209.2488877
doi:10.1145/2483028.2483086	excluded	E2-formal-hardware-without-execution	2013	Scaling RTL property checking using feasible path analysisand decomposition						low	Feasible-path analysis decomposes and scales RTL property checking, but the record does not show operational path execution rather than formula-level model checking.	https://doi.org/10.1145/2483028.2483086
doi:10.1145/248621.248624	excluded	E7-secondary-or-insubstantial	1997	Verification techniques for cache coherence protocols						low	This ACM Computing Surveys article reviews verification techniques for cache-coherence protocols and does not originate a primary symbolic hardware method.	https://doi.org/10.1145/248621.248624
doi:10.1145/2509136.2509546	excluded	E1-software-or-firmware-only	2013	Verifying quantitative reliability for programs that execute on unreliable hardware						low	The verified object is a program executing on unreliable hardware; hardware faults form the environment rather than a symbolic design model.	https://doi.org/10.1145/2509136.2509546
doi:10.1145/2541940.2541947	excluded	E2-formal-hardware-without-execution	2014	Sapper						low	Sapper inserts runtime information-flow checks through static and type-based HDL enforcement, not symbolic exploration.	https://doi.org/10.1145/2541940.2541947
doi:10.1145/2544173.2509546	excluded	E1-software-or-firmware-only	2013	Verifying quantitative reliability for programs that execute on unreliable hardware						low	The verified object is a program running on unreliable hardware; the hardware design does not participate symbolically.	https://doi.org/10.1145/2544173.2509546
